AnimalType,Name,SpecificBreed,PrimaryBreed,PrimaryColour,De-sexed,Gender,Age,Locality
D         ,Sasha,COLLBORDR ,COLLBO,BeigeWhite,Y,F,4,BLI BLI
D         ,Summer,CAVOODLE  ,CAVOOD,RedBrown  ,Y,F,1,MAROOCHYDORE
Cat       ,Duke,DOMMH     ,DOMMH ,GreyWhite ,Y,M,2,COOLUM BEACH
D         ,Toto,MALTESEX  ,MALTES,White     ,Y,M,3,BLI BLI
Cat       ,Megsy,DOMMH     ,DOMMH ,Black     ,Y,F,1,MINYAMA
D         ,Benji,PINSCHRMN ,PINSCH,Red       ,Y,M,1,MAROOCHYDORE
Cat       ,Toby,DOMMH     ,DOMMH ,Ginger    ,Y,M,17,MALENY
D         ,Boo,BULLDOGFR ,BULLDO,Fawn      ,Y,F,4,MOOLOOLABA
D         ,Alvin,STAFFRDBTX,STAFFR,TanWhite  ,Y,M,6,EUDLO
D         ,Georgie,POODLETOY ,POODLE,Chocolate ,N,F,1,TANAWHA
D         ,Myer,CHIHUAHUA ,CHIHUA,Fawn      ,N,F,3,EERWAH VALE
D         ,Jill,JACKRUSSL ,JACKRU,White     ,Y,F,1,BEERWAH
Cat       ,Mimi,DOMLH     ,DOMLH ,Black     ,Y,F,1,GLASS HOUSE MOUNTAINS
D         ,Scruffy,TERRIERWT ,TERRIE,White     ,Y,M,8,MOOLOOLABA
D         ,Brooklyn,STAFFRDAMX,STAFFR,Brindle   ,Y,F,7,COOLUM BEACH
D         ,Tyson,STAFFRDAM ,STAFFR,Tan       ,Y,M,5,BARINGA
D         ,Max,JACKRUSSL ,JACKRU,WhiteTan  ,Y,M,13,MOUNTAIN CREEK
D         ,Aubrae,CAVOODLE  ,CAVOOD,Red       ,Y,M,3,MUDJIMBA
D         ,Loki,KELPIEAUS ,KELPIE,Black     ,Y,F,5,LANDSBOROUGH
D         ,Charlie,CATTLEDOG ,CATTLE,BlueBlackT,Y,F,1,CALOUNDRA WEST
D         ,Oakley,GERMNSHEP ,GERMNS,BlackTan  ,N,F,2,GLASS HOUSE MOUNTAINS
D         ,Shepherd,AUST. SHEP,AUST. ,BlueMerle ,N,M,1,TANAWHA
D         ,Archie,LABRADOR  ,LABRAD,GoldWhite ,Y,M,2,ALEXANDRA HEADLAND
D         ,Maisie,JACKRUSSL ,JACKRU,WhiteTan  ,Y,F,6,SIPPY DOWNS
D         ,Chica,SHIHTZUX  ,SHIHTZ,BlackWhite,Y,F,2,GOLDEN BEACH
D         ,ROXY,TERRIERWT ,TERRIE,White     ,Y,F,1,MOUNTAIN CREEK
D         ,Astrid,STAFFRDBTX,STAFFR,TanWhite  ,N,F,3,LANDSBOROUGH
D         ,Ruby,CHIHUAHUAX,CHIHUA,BlackTan  ,Y,F,13,SIPPY DOWNS
D         ,Snoopy,JACKRUSSLX,JACKRU,WhiteTan  ,Y,M,10,SIPPY DOWNS
Cat       ,Wyatt,DOMSH     ,DOMSH ,GreyWhite ,Y,M,1,LITTLE MOUNTAIN
D         ,Benny,LABRADOR  ,LABRAD,Black     ,Y,M,1,BUDERIM
D         ,Teddy,BICHONFRS ,BICHON,White     ,Y,M,8,AROONA
D         ,Emmy,TERRIERX  ,TERRIE,WhiteBlack,Y,F,17,CALOUNDRA WEST
D         ,Finch,STAFFRDBT ,STAFFR,Brindle   ,Y,F,6,BURNSIDE
D         ,Ollie,LABRADOR  ,LABRAD,Chocolate ,N,M,1,MOOLOOLABA
D         ,Nitro,MIXED     ,MIXED ,WhiteBrind,Y,F,5,NAMBOUR
Cat       ,Betty,DOMLH     ,DOMLH ,GreyWhite ,Y,F,4,GLASS HOUSE MOUNTAINS
Cat       ,Jasper,DOMMH     ,DOMMH ,WhiteGing ,Y,M,1,BLI BLI
Cat       ,Messi Socks,DOMSH     ,DOMSH ,Grey      ,Y,M,5,BURNSIDE
Cat       ,Pepper,DOMSH     ,DOMSH ,Black     ,Y,F,5,BURNSIDE
D         ,Rocky,KELPIEAUSX,KELPIE,BlackWhite,Y,M,3,DIAMOND VALLEY
D         ,Lucy,COLLBORDRX,COLLBO,BlackWhite,Y,F,1,BLI BLI
D         ,Jackie,JACKRUSSL ,JACKRU,TriColour ,Y,F,5,CALOUNDRA WEST
D         ,Coco,CAVOODLE  ,CAVOOD,Ruby      ,Y,M,1,PEREGIAN SPRINGS
D         ,Monty,RETRIEVGD ,RETRIE,Cream     ,N,M,2,BIRTINYA
D         ,Boi,MASTIFFX  ,MASTIF,BlackBrind,Y,M,1,AROONA
D         ,Lucy,STAFFRDBT ,STAFFR,Brindle   ,N,F,4,BUDERIM
D         ,Ella,JACKRUSSL ,JACKRU,TanWhite  ,Y,F,2,MARCOOLA
D         ,Jack,JACKRUSSLX,JACKRU,BlackWhite,Y,M,1,BLI BLI
Cat       ,Shucks,TABBY     ,TABBY ,BlackBrinW,Y,M,1,BLI BLI
Cat       ,Bear,DOMSH     ,DOMSH ,Black     ,Y,M,2,BIRTINYA
D         ,Bella,COLLBORDR ,COLLBO,Ginger    ,Y,F,2,BARINGA
D         ,Buddy,PAPILLONX ,PAPILL,White     ,Y,M,17,MOUNTAIN CREEK
D         ,Frosty Shadow,MALAMUTEA ,MALAMU,GreyWhite ,Y,M,1,ROSEMOUNT
D         ,Toby,SPANIELCV ,SPANIE,Ruby      ,Y,M,1,COES CREEK
Cat       ,Bandit,DOMSH     ,DOMSH ,GreyWhite ,Y,M,11,YANDINA
D         ,Taroscruffysan,FOXTERRIEX,FOXTER,WhiteBrown,Y,M,10,MOOLOOLABA
D         ,Harley Quinn,COLLBORDR ,COLLBO,Wheaten   ,N,F,2,DICKY BEACH
Cat       ,leo,DOMMH     ,DOMMH ,Blue      ,Y,M,2,LANDSBOROUGH
D         ,Cooper,PUG       ,PUG   ,Fawn      ,Y,M,9,DULONG
Cat       ,Cupcake,DOMMH     ,DOMMH ,GreyWhite ,Y,F,2,CALOUNDRA
Cat       ,Tiger Lily,DOMSH     ,DOMSH ,Tabby     ,Y,F,10,WURTULLA
Cat       ,Bella,DOMSH     ,DOMSH ,Tabby     ,Y,F,5,WURTULLA
D         ,Coco,STAFFRDAMX,STAFFR,Brown     ,Y,F,6,GLASS HOUSE MOUNTAINS
D         ,Reggie,SPOODLE   ,SPOODL,Apricot   ,Y,F,1,BUDERIM
D         ,Apollo,CAVOODLE  ,CAVOOD,Black     ,Y,M,1,MOUNTAIN CREEK
D         ,Charlie,LABRADOR  ,LABRAD,Black     ,Y,M,1,SIPPY DOWNS
D         ,Alpugchinno,PUG       ,PUG   ,Fawn      ,Y,M,3,MARCOOLA
D         ,Skye,TERRIERTN ,TERRIE,TanWhite  ,Y,F,4,MOOLOOLAH VALLEY
D         ,Ruby,TERRIERTN ,TERRIE,TanWhite  ,N,F,3,MOOLOOLAH VALLEY
D         ,Millie,POINTRGSH ,POINTR,LiverWhite,Y,F,1,MAROOCHYDORE
D         ,Coco,STAFFRDBT ,STAFFR,TanBrindle,Y,F,11,SIPPY DOWNS
Cat       ,Sooty,PERSIAN   ,PERSIA,Cream     ,Y,F,4,GLASS HOUSE MOUNTAINS
Cat       ,Kitty,DOMSH     ,DOMSH ,Tabby     ,Y,F,2,NAMBOUR
D         ,Chevy,STAFFRDBT ,STAFFR,Blue      ,Y,F,5,CALOUNDRA WEST
D         ,Hercules Wynyard,KELPIEAUSX,KELPIE,BlackBrind,Y,M,4,WOOMBYE
D         ,Buddy,KELPIEAUSX,KELPIE,Tan       ,Y,M,2,MALENY
D         ,Herston,LABRADOR  ,LABRAD,Chocolate ,N,M,1,MOFFAT BEACH
D         ,Beau,KELPIEAUS ,KELPIE,BlackTan  ,Y,M,1,BUDERIM
Cat       ,Mufasa,DOMLH     ,DOMLH ,GreyWhite ,Y,M,4,MARCOOLA
D         ,Pearl,TERRIERWT ,TERRIE,White     ,N,F,1,PEREGIAN SPRINGS
D         ,Teddy,CAVOODLE  ,CAVOOD,RedWhite  ,Y,M,1,BUDDINA
D         ,Kipp,WHITESWISS,WHITES,White     ,N,M,1,MONS
D         ,Axel,BULLDOGFR ,BULLDO,Fawn      ,Y,M,1,WEST WOOMBYE
D         ,Lulu,SHIHTZU   ,SHIHTZ,BlackWhite,Y,F,4,SIPPY DOWNS
D         ,Roy,SHIHTZUX  ,SHIHTZ,BlackWhite,Y,M,1,CURRIMUNDI
D         ,Zoe,CATTLEDOG ,CATTLE,BlueBlackT,Y,F,2,BUDERIM
D         ,Zuri,STAFFRDBT ,STAFFR,BlueWhite ,Y,F,2,MALENY
D         ,Bella,COLLBORDR ,COLLBO,Black     ,Y,F,4,PALMWOODS
D         ,Knuckles,KELPIEAUSX,KELPIE,BlackWhite,Y,F,3,MOUNTAIN CREEK
D         ,Bjorn,BULLARABX ,BULLAR,BlackWhite,Y,M,2,KULUIN
D         ,Frankie,PAPILLONX ,PAPILL,TriColour ,Y,F,1,CURRIMUNDI
D         ,Charlie,SPANIELCV ,SPANIE,TriColour ,Y,M,8,NAMBOUR
D         ,Ellie,SPANIELCV ,SPANIE,Blenheim  ,Y,F,14,NAMBOUR
D         ,Caeser,GERMNSHEP ,GERMNS,BlackTanSi,Y,M,3,PALMVIEW
D         ,Sam,BOXER     ,BOXER ,Brindle   ,Y,M,9,COES CREEK
D         ,Lucy,BOXER     ,BOXER ,Red       ,Y,F,7,COES CREEK
Cat       ,Milo,DOMSH     ,DOMSH ,BlackWhite,Y,M,1,BOKARINA
Cat       ,Scamp,DOMSH     ,DOMSH ,WhiteGing ,Y,M,1,BUDERIM
D         ,Bentley aka Benny,LABRADOR  ,LABRAD,Yellow    ,Y,M,2,SHELLY BEACH
D         ,Scarlett,DUTCHSHEP ,DUTCHS,Brindle   ,Y,F,7,BOKARINA
D         ,Peanut,MALTESEX  ,MALTES,White     ,Y,M,7,BURNSIDE
Cat       ,Nelly,DOMSH     ,DOMSH ,Tabby     ,Y,F,2,NAMBOUR
Cat       ,Willow,DOMSH     ,DOMSH ,Black     ,Y,F,8,ILKLEY
D         ,Ben,STAFFRDBT ,STAFFR,Black     ,Y,M,7,MOFFAT BEACH
D         ,Rex,JACKRUSMNX,JACKRU,TanWhite  ,Y,M,13,MOUNTAIN CREEK
Cat       ,Millie,DOMSH     ,DOMSH ,GreyWhite ,Y,F,16,CALOUNDRA WEST
D         ,Maisie,DACHSHUND ,DACHSH,BlackTan  ,N,F,8,CALOUNDRA WEST
D         ,Jak,DACHSHUND ,DACHSH,Red       ,N,M,2,CALOUNDRA WEST
D         ,Bosan,MALTESEX  ,MALTES,WhiteTan  ,Y,M,10,KULUIN
D         ,Maple Murphy,SHIHTZU   ,SHIHTZ,BlackWhite,Y,F,8,PARREARRA
D         ,Bindi,KELPIEAUSX,KELPIE,LiverWhite,Y,F,13,COOLUM BEACH
D         ,Tess,DACHSHUND ,DACHSH,BlackTan  ,Y,F,16,YAROOMBA
D         ,Milo Bear,KELPIEAUS ,KELPIE,RedTan    ,Y,M,1,BUDERIM
D         ,Basil,MALTESEX  ,MALTES,White     ,Y,M,7,CURRIMUNDI
D         ,CC,POODLEX   ,POODLE,Caramel   ,Y,F,5,MOUNT COOLUM
D         ,Buddy,POODLEX   ,POODLE,WhiteCream,Y,M,5,MOUNT COOLUM
D         ,Sabi,STAFFRDBTX,STAFFR,Red       ,Y,F,2,PEREGIAN BEACH
D         ,Rufus,SHIHTZUX  ,SHIHTZ,BlackTan  ,Y,M,1,GLENVIEW
D         ,Coco,POMERANIA ,POMERA,Brown     ,Y,F,6,CURRIMUNDI
Cat       ,Renna,DOMSH     ,DOMSH ,Tortoise  ,Y,F,1,MOUNTAIN CREEK
D         ,Rasta,KELPIEAUS ,KELPIE,BrownTan  ,N,M,2,DOONAN
D         ,Ella,KELPIEAUS ,KELPIE,Red       ,Y,F,2,DOONAN
Cat       ,Loki,TABBY     ,TABBY ,White     ,Y,M,1,MARCOOLA
D         ,Fleur,SPITZJAP  ,SPITZJ,White     ,Y,F,5,WITTA
D         ,Rio,SPITZJAP  ,SPITZJ,White     ,N,M,3,WITTA
D         ,Maddy,SPITZJAP  ,SPITZJ,White     ,N,F,7,WITTA
D         ,Carly,SPITZJAP  ,SPITZJ,White     ,N,F,5,WITTA
Cat       ,Mishka,DOMSH     ,DOMSH ,WhiteGing ,Y,F,6,FLAXTON
Cat       ,Myah,DOMMH     ,DOMMH ,Tortoise  ,Y,F,5,FLAXTON
D         ,Nero,MOODLE    ,MOODLE,BlackWhite,Y,M,1,BIRTINYA
Cat       ,Cinnamon,DOMSH     ,DOMSH ,Chocolate ,Y,F,3,CURRIMUNDI
D         ,Alfie,LABRADOR  ,LABRAD,Gold      ,N,M,8,BATTERY HILL
D         ,Leroy,LABRADORX ,LABRAD,Black     ,N,M,8,BATTERY HILL
D         ,Roman,BULLMASTFX,BULLMA,Brown     ,Y,M,14,AROONA
D         ,Maggie,JACKRUSSL ,JACKRU,WhiteBrown,Y,F,1,AROONA
D         ,Honey,MALTESEX  ,MALTES,BlackWhite,Y,F,5,ALEXANDRA HEADLAND
D         ,Pippi,HUSKY     ,HUSKY ,BlackWhite,Y,F,12,MOOLOOLABA
D         ,Koda Whitworth,GERMNSHEP ,GERMNS,Black     ,Y,M,1,PALMVIEW
D         ,Sadie,SHIHTZUX  ,SHIHTZ,Sandy     ,Y,F,6,WARANA
D         ,Kaiser,GERMNSHEP ,GERMNS,BlackTan  ,Y,M,2,WARANA
D         ,Benji,FOXTERRIE ,FOXTER,BlackWhite,Y,M,4,PEREGIAN SPRINGS
D         ,Kasper,MOODLE    ,MOODLE,OrangeWhit,N,M,4,PEREGIAN BEACH
D         ,Milla,STAFFRDBT ,STAFFR,BlackWhite,Y,F,7,PALMWOODS
D         ,Sid,STAFFRDBT ,STAFFR,Blue      ,Y,M,4,PALMWOODS
D         ,Byron,LABRADOR  ,LABRAD,Gold      ,Y,M,13,YANDINA
D         ,Lacie,LABRADOR  ,LABRAD,Chocolate ,Y,F,8,YANDINA
Cat       ,Indie,DOMLH     ,DOMLH ,GreyWhite ,Y,F,6,YANDINA
D         ,Mordecai,TERRIERAI ,TERRIE,TanBlack  ,N,M,2,SIPPY DOWNS
D         ,Baire,TERRIERAI ,TERRIE,TanBlack  ,N,M,2,SIPPY DOWNS
D         ,Bundy,CATTLEDOG ,CATTLE,Blue      ,Y,M,13,DIAMOND VALLEY
Cat       ,Cat (Darcy),DOMLH     ,DOMLH ,Black     ,Y,M,6,BUDERIM
D         ,Wilson,GROODLE   ,GROODL,Black     ,Y,M,2,BOKARINA
D         ,Buddy,LABRADOR  ,LABRAD,Gold      ,Y,M,5,
D         ,Jasper,RETRIEVGDX,RETRIE,GoldWhite ,Y,M,8,BUDERIM
D         ,Champion,SPANIELCV ,SPANIE,TriColour ,Y,M,2,WURTULLA
D         ,Rosie,KELPIEAUSX,KELPIE,BlackTan  ,Y,F,8,REESVILLE
D         ,Storm,MALAMUTEAX,MALAMU,FawnWhite ,Y,F,4,MOUNT COOLUM
Cat       ,Milo,DOMSH     ,DOMSH ,Ginger    ,Y,M,14,DOONAN
Cat       ,Chester,DOMSH     ,DOMSH ,Ginger    ,Y,M,14,DOONAN
D         ,Nayla,STAFFRDBT ,STAFFR,White     ,Y,F,2,BATTERY HILL
D         ,Colin,STAFFRDBT ,STAFFR,White     ,Y,M,5,PEREGIAN SPRINGS
D         ,Charlie,CAVOODLE  ,CAVOOD,Apricot   ,N,F,1,PARREARRA
D         ,Pippie,JACKRUSMNX,JACKRU,Fawn      ,N,F,2,LANDSBOROUGH
D         ,Rogue,PAPILLONX ,PAPILL,BlackWhite,Y,M,2,MOFFAT BEACH
D         ,Banjo,LABRADOODL,LABRAD,Brown     ,Y,F,5,
D         ,Onyx,KELPIEAUSX,KELPIE,TriColour ,Y,M,1,WOOMBYE
D         ,Phoenix,HUSKY     ,HUSKY ,BrownWhite,N,F,3,MERIDAN PLAINS
D         ,Martini,COLLBORDR ,COLLBO,BlackWhite,N,F,17,BALD KNOB
Cat       ,Snap Puss Puss,DOMSH     ,DOMSH ,BlackWhite,Y,M,9,BEERWAH
D         ,Rexi,KELPIEAUS ,KELPIE,Brown     ,Y,M,8,BEERWAH
D         ,Bonny,STAFFRDBTX,STAFFR,BlackBrind,Y,F,7,PEREGIAN SPRINGS
D         ,Tegga,RIDGEBACKX,RIDGEB,BrownTan  ,Y,F,10,BEERWAH
Cat       ,Tiny,DOMSH     ,DOMSH ,OrangeWhit,Y,M,9,BEERWAH
D         ,Sheilby,GERMNSHEP ,GERMNS,BlackTan  ,Y,F,5,KUREELPA
D         ,Teddy,POODLETOY ,POODLE,Apricot   ,Y,M,1,BLI BLI
Cat       ,Lilla,DOMSH     ,DOMSH ,White     ,Y,F,3,GOLDEN BEACH
D         ,Poppy,FOXTERRMNX,FOXTER,White     ,Y,F,9,EERWAH VALE
D         ,Turbo,KELPIEAUSX,KELPIE,Black     ,Y,M,3,PALMWOODS
D         ,Linc,GERMNSHEP ,GERMNS,BlackGrey ,N,M,1,SHELLY BEACH
D         ,Harry,CAVOODLE  ,CAVOOD,Apricot   ,Y,M,2,PALMWOODS
D         ,Milly,BEAGLE    ,BEAGLE,TanWhite  ,Y,F,1,PEREGIAN SPRINGS
D         ,Atlas,BULLDOGFR ,BULLDO,BlackTanWh,Y,M,1,MAROOCHYDORE
Cat       ,Cathead,DOMMH     ,DOMMH ,Tortoise  ,Y,F,12,LITTLE MOUNTAIN
D         ,Walter,SPOODLE   ,SPOODL,Black     ,Y,M,7,MAROOCHYDORE
D         ,Scoobie,JACKRUSSLX,JACKRU,TanWhite  ,Y,M,6,BUDERIM
D         ,Peggy,JACKRUSSLX,JACKRU,TanWhite  ,Y,F,5,BUDERIM
D         ,Jaks,AUST. SHEP,AUST. ,TriColour ,Y,M,1,BEERBURRUM
Cat       ,Oliver,CAT       ,CAT   ,Black     ,Y,M,9,GLASS HOUSE MOUNTAINS
D         ,Bailey,SPANIELCV ,SPANIE,Blenheim  ,Y,M,7,AROONA
Cat       ,One,CAT       ,CAT   ,Tortoise  ,Y,F,1,SIPPY DOWNS
D         ,Ace,STAFFRDAMX,STAFFR,Black     ,Y,F,3,MONTVILLE
D         ,Odin,MALTESEX  ,MALTES,White     ,Y,M,5,EERWAH VALE
Cat       ,Hera,RAGDOLL   ,RAGDOL,White     ,Y,F,7,EERWAH VALE
Cat       ,Athena,DOMSH     ,DOMSH ,Black     ,Y,F,7,EERWAH VALE
D         ,Hope,COLLBORDR ,COLLBO,BlackWhite,Y,F,4,PACIFIC PARADISE
D         ,Fergus,BULLDOGBR ,BULLDO,TanWhite  ,Y,M,2,WOOMBYE
D         ,Saxon,COLLBORDR ,COLLBO,RedWhite  ,Y,M,1,BUDERIM
D         ,Tully,LABRADOR  ,LABRAD,Yellow    ,Y,F,1,COOLUM BEACH
Cat       ,Quinnie,DOMSH     ,DOMSH ,Grey      ,Y,F,1,MOOLOOLAH VALLEY
D         ,Oka,FOXTERRMN ,FOXTER,BlackWhite,Y,M,10,MOUNT COOLUM
D         ,Mocca,FOXTERRMN ,FOXTER,BlackWhite,Y,F,9,MOUNT COOLUM
D         ,Chase,JACKRUSSL ,JACKRU,TanWhite  ,Y,M,2,BEERWAH
D         ,BANJO,LABRADOR  ,LABRAD,Brown     ,N,M,1,PEREGIAN BEACH
D         ,Sydney,SPOODLE   ,SPOODL,Black     ,Y,M,5,YANDINA
D         ,Moreton Ramus,COBBERDOG ,COBBER,Black     ,Y,M,1,MAROOCHYDORE
D         ,Harley,STAFFRDAMX,STAFFR,BlackWhite,Y,M,3,GLASS HOUSE MOUNTAINS
D         ,Quinn,STAFFRDAMX,STAFFR,BrownWhite,Y,F,3,GLASS HOUSE MOUNTAINS
D         ,Saffy,LABRADOR  ,LABRAD,White     ,Y,F,5,YAROOMBA
D         ,Gypsy,ENGLISHBT ,ENGLIS,Tan       ,Y,F,4,COOLUM BEACH
Cat       ,Sooty,DOMSH     ,DOMSH ,Black     ,Y,F,1,MAROOCHY RIVER
D         ,Evie,MALTESEX  ,MALTES,CaramelWht,Y,F,4,BEERBURRUM
D         ,Lola,SALUKIX   ,SALUKI,WhiteBlack,Y,F,5,SIPPY DOWNS
D         ,Frank,SPANIELCK ,SPANIE,BeigeWhite,Y,M,8,MARCOOLA
D         ,Baxter,LABRADOR  ,LABRAD,Chocolate ,Y,M,1,PELICAN WATERS
D         ,Lu Lu,STAFFRDBTX,STAFFR,BlackBrown,Y,F,1,MOUNT COOLUM
Cat       ,Tiger,BENGAL    ,BENGAL,BrownBlack,Y,M,3,BUDERIM
D         ,Pippin,COLLIE    ,COLLIE,TriColour ,Y,M,2,CALOUNDRA WEST
D         ,Chloe,BULLARABX ,BULLAR,BlackWhite,N,F,7,PALMWOODS
D         ,Zappa,CATTLEDOG ,CATTLE,BlackTanWh,Y,M,2,GOLDEN BEACH
D         ,Duncan,COLLBORDRX,COLLBO,BlackWhite,Y,M,1,MAROOCHYDORE
D         ,Baxter,PUG       ,PUG   ,Tan       ,Y,M,5,BLI BLI
D         ,Leia,CAVOODLE  ,CAVOOD,Gold      ,N,F,1,SIPPY DOWNS
D         ,Maggie,BULLDOGFR ,BULLDO,Brindle   ,Y,F,5,BIRTINYA
Cat       ,Ginger Beer,DOMSH     ,DOMSH ,Tortoise  ,Y,F,10,BUDERIM
D         ,Nicks,TERRIERAU ,TERRIE,Red       ,Y,M,1,CURRIMUNDI
D         ,Mabel,CATTLEDOGX,CATTLE,Black     ,Y,F,8,COES CREEK
Cat       ,Whiskey,DOMMH     ,DOMMH ,Charcoal  ,Y,F,1,BLI BLI
D         ,Candy,PAPILLON  ,PAPILL,WhiteTan  ,Y,F,8,LITTLE MOUNTAIN
D         ,PD,BICHONFRS ,BICHON,Silver    ,Y,F,7,LITTLE MOUNTAIN
D         ,Josie,LHASAAPSO ,LHASAA,Sable     ,Y,F,6,LITTLE MOUNTAIN
Cat       ,Whisky,DOMMH     ,DOMMH ,Charcoal  ,Y,F,1,BUDERIM
D         ,Radcliff,KELPIEAUSX,KELPIE,BlackTan  ,Y,M,2,WOOMBYE
Cat       ,Miley,DOMSH     ,DOMSH ,Tabby     ,Y,F,2,BUDERIM
D         ,Ralph,BOXER     ,BOXER ,White     ,Y,M,2,NAMBOUR
D         ,Lily,VIZSLA    ,VIZSLA,Rusty     ,N,F,2,MERIDAN PLAINS
Cat       ,Moegly,RAGDOLL   ,RAGDOL,Lilac     ,Y,M,2,SIPPY DOWNS
Cat       ,Playdoh,DOMSH     ,DOMSH ,WhiteGing ,Y,M,8,NAMBOUR
D         ,Rosie,KELPIEAUS ,KELPIE,Red       ,Y,F,1,MOUNTAIN CREEK
D         ,Nugget,PUG       ,PUG   ,Fawn      ,Y,M,1,MOOLOOLABA
D         ,Max,COLLBORDR ,COLLBO,Black     ,Y,M,5,MOUNTAIN CREEK
D         ,Pepper,CATTLEDOG ,CATTLE,BlueRoan  ,Y,F,1,LANDSBOROUGH
D         ,Charlie,LABRADOR  ,LABRAD,Chocolate ,Y,F,4,BARINGA
D         ,Roxy,POODLEX   ,POODLE,BrownBlack,Y,F,3,BEERWAH
D         ,Lilly,BICHONFRSX,BICHON,Gold      ,Y,F,1,CALOUNDRA WEST
D         ,Bear,STAFFRDAMX,STAFFR,Red       ,Y,M,8,COOLUM BEACH
D         ,Ollie,STAFFRDBTX,STAFFR,Blue      ,Y,M,7,COOLUM BEACH
D         ,Princess,CHIHUAHUAX,CHIHUA,WhiteBrown,Y,F,1,PEACHESTER
D         ,Boris,SPANIELCK ,SPANIE,BlueRoan  ,Y,M,3,MOOLOOLABA
Cat       ,Missy Moo,DOMSH     ,DOMSH ,Black     ,Y,F,1,LANDSBOROUGH
D         ,Chewy,CAVOODLE  ,CAVOOD,Apricot   ,Y,M,2,NAMBOUR
D         ,Alfie,CAVOODLE  ,CAVOOD,BlackWhite,Y,M,2,NAMBOUR
D         ,Geordie,MALTESE   ,MALTES,Black     ,Y,M,5,BARINGA
D         ,Zeus,CATTLEDOGX,CATTLE,BlackBlueW,Y,M,1,MOOLOOLABA
D         ,Luna,KELPIEAUSX,KELPIE,BlackBrown,Y,F,1,BUDERIM
D         ,Dusty,CATAHOULA ,CATAHO,BlackTan  ,N,M,1,BEERWAH
D         ,Harry,CATTLEDOG ,CATTLE,Black     ,Y,M,4,COOLUM BEACH
D         ,Max,MALAMUTEAX,MALAMU,BlackTan  ,Y,M,3,PALMVIEW
D         ,Millie,GERMNSHEPX,GERMNS,BlackTan  ,Y,F,6,PALMVIEW
D         ,Charly Brown,JACKRUSSLX,JACKRU,White     ,Y,M,1,CURRIMUNDI
Cat       ,Vonu,DOMSH     ,DOMSH ,Tortoise  ,Y,F,9,PELICAN WATERS
D         ,Bruno,LABRADORX ,LABRAD,White     ,Y,M,6,PELICAN WATERS
D         ,Jack,JACKRUSSL ,JACKRU,WhiteBlack,Y,M,7,PELICAN WATERS
D         ,Dream,BULLDOGFR ,BULLDO,BlueWhite ,Y,F,1,KULUIN
D         ,Penny,SPOODLE   ,SPOODL,BlackWhite,Y,F,12,ALEXANDRA HEADLAND
D         ,Yoshi,SPITZJAP  ,SPITZJ,White     ,Y,M,6,BUDDINA
D         ,Tottie,BULLARABX ,BULLAR,BrownWhite,Y,F,6,NAMBOUR
D         ,Lola Maple-Rose,DACHSHUNDM,DACHSH,Red       ,N,F,1,SHELLY BEACH
D         ,Charlie,KELPIEAUS ,KELPIE,Black     ,Y,F,10,NINDERRY
D         ,Rufus,CATTLEDOG ,CATTLE,Black     ,Y,M,8,NINDERRY
D         ,Bonnie,STAFFRDBTX,STAFFR,Tan       ,Y,F,2,GLASS HOUSE MOUNTAINS
D         ,Zig,COLLBORDR ,COLLBO,Black     ,Y,M,1,PACIFIC PARADISE
D         ,Lilly,MALTESEX  ,MALTES,Cream     ,Y,F,8,PELICAN WATERS
D         ,Daisy,FOXTERRMN ,FOXTER,TriColour ,N,F,6,COES CREEK
D         ,Jack,STAFFRDBTX,STAFFR,WhiteTan  ,Y,M,2,CALOUNDRA
D         ,Hooch,MASTIFF   ,MASTIF,Brindle   ,Y,M,2,KULUIN
D         ,Arlo,MASTIFF   ,MASTIF,Brindle   ,N,M,1,MOUNTAIN CREEK
D         ,Chief,WOLFHOUNDX,WOLFHO,Black     ,N,M,3,MOUNTAIN CREEK
D         ,Rookie,POINTRGWH ,POINTR,Apricot   ,Y,F,2,MOUNTAIN CREEK
D         ,Trouble,STAFFRDBTX,STAFFR,Grey      ,Y,M,1,CURRIMUNDI
D         ,Ella,KELPIEAUS ,KELPIE,Red       ,Y,F,2,LITTLE MOUNTAIN
D         ,Pete,JACKRUSSLX,JACKRU,BlackWhite,Y,M,13,PELICAN WATERS
D         ,Mister Moo,WOLFHOUNDX,WOLFHO,RedWhite  ,Y,M,3,MOOLOOLAH VALLEY
D         ,Bruce,BULLDOGBRX,BULLDO,BlueBrind ,Y,M,1,BEERWAH
D         ,Sir Reginald Wrinklebottom,STAFFRDAM ,STAFFR,Tan       ,Y,M,1,YAROOMBA
D         ,Storm,ROTTWEILR ,ROTTWE,BlackTan  ,Y,F,1,LANDERS SHOOT
D         ,Douglas,CAVOODLE  ,CAVOOD,BlackGrey ,Y,M,1,PEREGIAN SPRINGS
D         ,Dougal,JACKRUSMNX,JACKRU,BlackWhite,Y,M,7,COES CREEK
D         ,Willow,CAVOODLE  ,CAVOOD,Cream     ,Y,F,6,WURTULLA
D         ,Bella,MASTIFF   ,MASTIF,Grey      ,N,F,1,MAPLETON
D         ,Xhosa,RIDGEBACK ,RIDGEB,Red       ,N,M,1,PALMWOODS
D         ,Mia,RETRIEVGD ,RETRIE,Gold      ,Y,F,1,BUDERIM
D         ,Shelby,MOODLE    ,MOODLE,Black     ,Y,F,1,BLI BLI
